Airline,FlightNumber,AirportFrom,AirportTo,DayOfWeek,Time,Length,Delay
US,1177,CLT,JAX,Monday,13:15,81,1
US,1178,CLT,BWI,Monday,13:15,83,1
US,1242,PHX,DCA,Monday,13:15,249,0
US,1478,PHX,DEN,Monday,13:15,109,0
US,1675,CLT,MIA,Monday,13:15,123,1
US,586,PHX,LAS,Monday,13:15,71,1
US,592,PHX,MCI,Monday,13:15,152,1
US,612,PHX,ATL,Monday,13:15,215,0
US,62,CLT,BOS,Monday,13:15,125,1
WN,1024,SAN,LAS,Monday,13:15,70,1
WN,1181,HOU,ELP,Monday,13:15,120,0
WN,187,PHX,RNO,Monday,13:15,115,1
WN,1945,STL,MDW,Monday,13:15,60,1
WN,2298,SNA,SFO,Monday,13:15,85,1
WN,2378,SNA,LAS,Monday,13:15,65,1
WN,255,OMA,STL,Monday,13:15,70,1
WN,344,RNO,DEN,Monday,13:15,130,1
WN,3603,ELP,SAT,Monday,13:15,80,1
WN,3659,PHL,MDW,Monday,13:15,145,0
WN,407,MCI,SAN,Monday,13:15,220,1
WN,43,MDW,STL,Monday,13:15,65,1
WN,505,SAN,PHX,Monday,13:15,70,1
WN,604,ABQ,BWI,Monday,13:15,220,1
WN,698,BNA,RDU,Monday,13:15,80,1
WN,707,MDW,OAK,Monday,13:15,290,1
WN,936,BWI,BNA,Monday,13:15,120,0
XE,2629,IAH,GSP,Monday,13:15,121,0
XE,3039,ABQ,IAH,Monday,13:15,119,0
XE,5906,ORD,DSM,Monday,13:15,74,0
XE,5936,BUF,ORD,Monday,13:15,110,1
YV,2673,CLT,CVG,Monday,13:15,91,0
YV,2766,PHX,SAT,Monday,13:15,127,0
YV,2930,PHX,ABQ,Monday,13:15,73,1
B6,1758,SJU,FLL,Monday,13:16,164,0
DL,1875,BIL,MSP,Monday,13:16,122,1
DL,349,ABQ,ATL,Monday,13:16,174,1
OO,6909,ATW,ORD,Monday,13:16,59,1
OO,6963,SEA,GEG,Monday,13:16,58,0
UA,55,PDX,SFO,Monday,13:16,108,1
UA,573,SAN,SFO,Monday,13:16,98,1
DL,1263,ATL,MKE,Monday,13:17,123,1
DL,1790,SAT,ATL,Monday,13:17,131,1
FL,366,ATL,LGA,Monday,13:17,121,0
OO,6219,LAX,DFW,Monday,13:17,177,1
OO,6554,DEN,FAR,Monday,13:17,107,0
XE,2250,PVD,EWR,Monday,13:17,89,0
OO,6386,ONT,SFO,Monday,13:18,85,0
OO,7029,DRO,DEN,Monday,13:18,60,1
DL,2605,FLL,MSP,Monday,13:19,240,0
FL,1102,CMH,RSW,Monday,13:19,152,1
OO,6234,DFW,LAX,Monday,13:19,205,1
OO,6396,SFO,BUR,Monday,13:19,69,1
OO,6678,SFO,MRY,Monday,13:19,46,1
UA,464,PDX,ORD,Monday,13:19,234,0
9E,3814,MSP,CLE,Monday,13:20,120,1
9E,3981,CVG,MSP,Monday,13:20,129,1
9E,4093,MSP,DSM,Monday,13:20,75,0
9E,4254,MOT,MSP,Monday,13:20,90,0
AA,1119,DCA,MIA,Monday,13:20,160,1
AA,1475,DFW,LAS,Monday,13:20,190,1
AA,1763,MIA,ORD,Monday,13:20,200,0
AA,1786,TPA,JFK,Monday,13:20,160,0
AA,1832,PSP,ORD,Monday,13:20,245,0
AA,2256,SNA,DFW,Monday,13:20,170,0
AA,2433,DFW,LAX,Monday,13:20,205,0
AA,589,RIC,DFW,Monday,13:20,210,1
B6,693,DCA,MCO,Monday,13:20,134,1
CO,532,IAH,LGA,Monday,13:20,205,0
DL,1170,GEG,MSP,Monday,13:20,170,1
DL,1514,ATL,DAB,Monday,13:20,75,0
DL,1927,ATL,FLL,Monday,13:20,111,1
DL,2108,DEN,MSP,Monday,13:20,117,1
DL,2238,ATL,DCA,Monday,13:20,100,1
DL,2299,PNS,ATL,Monday,13:20,75,1
DL,2768,SEA,ATL,Monday,13:20,285,1
EV,4989,PHF,ATL,Monday,13:20,119,1
F9,428,DEN,ATL,Monday,13:20,168,0
F9,777,DEN,LAS,Monday,13:20,112,1
MQ,2736,LBB,DFW,Monday,13:20,65,1
MQ,3992,XNA,ORD,Monday,13:20,105,0
MQ,4225,GRB,ORD,Monday,13:20,65,0
MQ,4330,ORD,CVG,Monday,13:20,75,1
MQ,4371,OMA,ORD,Monday,13:20,95,1
OH,6256,MSP,BNA,Monday,13:20,136,0
OH,6298,CVG,DTW,Monday,13:20,84,0
OH,6489,JFK,CVG,Monday,13:20,140,0
OO,4711,MSP,GFK,Monday,13:20,75,0
OO,6256,ORD,FWA,Monday,13:20,51,0
OO,7043,ABQ,DEN,Monday,13:20,76,1
UA,366,LAS,IAD,Monday,13:20,267,0
US,1435,CLT,ATL,Monday,13:20,82,0
US,399,CLT,LAS,Monday,13:20,298,1
US,5,PHX,ORD,Monday,13:20,201,0
US,680,CLT,EWR,Monday,13:20,114,0
US,685,PHX,EWR,Monday,13:20,280,0
US,704,PHX,CLT,Monday,13:20,234,0
WN,100,SJC,LAX,Monday,13:20,70,1
WN,1241,SJC,PDX,Monday,13:20,105,1
WN,1287,SFO,PHX,Monday,13:20,115,1
WN,1343,SMF,LAS,Monday,13:20,80,0
WN,1429,FLL,AUS,Monday,13:20,195,1
WN,143,LGA,MDW,Monday,13:20,150,0
WN,1602,DAL,STL,Monday,13:20,100,1
WN,24,DAL,MCI,Monday,13:20,85,1
WN,428,ABQ,MCO,Monday,13:20,200,1
WN,432,BWI,BOS,Monday,13:20,80,1
WN,482,SNA,OAK,Monday,13:20,85,0
WN,535,ONT,PHX,Monday,13:20,65,1
WN,687,MCI,MDW,Monday,13:20,80,0
WN,838,LAS,MDW,Monday,13:20,220,1
WN,860,HOU,JAN,Monday,13:20,65,1
WN,866,SAT,ELP,Monday,13:20,95,1
WN,914,SEA,ABQ,Monday,13:20,165,1
XE,2057,EWR,ORD,Monday,13:20,155,0
XE,2154,LBB,IAH,Monday,13:20,92,1
XE,2213,IAH,XNA,Monday,13:20,88,1
XE,2237,EWR,DTW,Monday,13:20,117,0
XE,2330,MAF,IAH,Monday,13:20,86,1
XE,2593,IAH,OMA,Monday,13:20,130,0
YV,2609,CLT,BNA,Monday,13:20,90,0
FL,716,CAK,MCO,Monday,13:21,149,1
OO,6632,SGF,DEN,Monday,13:21,131,0
OO,7026,SPI,ORD,Monday,13:21,58,0
XE,5926,CLE,ORD,Monday,13:21,87,1
FL,233,ATL,RIC,Monday,13:22,85,1
OO,6958,CWA,ORD,Monday,13:22,68,0
YV,7285,ORD,PWM,Monday,13:22,127,0
DL,1850,LAS,MSP,Monday,13:23,187,1
XE,2165,BRO,IAH,Monday,13:23,72,1
AS,152,OME,OTZ,Monday,13:24,46,1
DL,2528,SRQ,ATL,Monday,13:24,104,1
DL,2650,SEA,SLC,Monday,13:24,116,1
FL,844,MCO,ATL,Monday,13:24,93,1
OO,6374,ASE,ORD,Monday,13:24,170,1
OO,6822,FAR,ORD,Monday,13:24,112,0
9E,3834,MSP,MSN,Monday,13:25,73,0
AA,1211,DTW,DFW,Monday,13:25,175,0
AA,2023,MCI,DFW,Monday,13:25,95,1
AA,2291,EGE,LAX,Monday,13:25,135,0
AA,2465,BOS,DFW,Monday,13:25,265,0
AA,402,DFW,CLT,Monday,13:25,135,1
AA,841,SJU,MIA,Monday,13:25,165,0
AA,939,RDU,MIA,Monday,13:25,130,0
AS,569,LAX,PDX,Monday,13:25,141,0
B6,1122,FLL,RIC,Monday,13:25,129,1
B6,32,JFK,ROC,Monday,13:25,77,0
CO,1630,IAH,PBI,Monday,13:25,139,1
CO,786,IAH,MCO,Monday,13:25,130,1
DL,1482,JAC,SLC,Monday,13:25,60,1
DL,182,SEA,JFK,Monday,13:25,325,0
DL,1838,AUS,ATL,Monday,13:25,130,1
DL,2084,TPA,CVG,Monday,13:25,133,0
DL,2476,IND,DTW,Monday,13:25,75,1
DL,78,MCO,JFK,Monday,13:25,160,0
F9,499,DEN,CAK,Monday,13:25,162,1
HA,336,HNL,OGG,Monday,13:25,39,1
MQ,3157,SAF,LAX,Monday,13:25,130,0
MQ,3886,ORD,MSP,Monday,13:25,85,0
MQ,4019,ORD,MDT,Monday,13:25,105,1
MQ,4022,ORD,JAX,Monday,13:25,145,0
OH,6408,RIC,CVG,Monday,13:25,117,0
OH,6726,CLT,CVG,Monday,13:25,105,0
OH,6760,PHL,CVG,Monday,13:25,127,1
OO,4695,ORD,SLC,Monday,13:25,212,1
UA,128,ORD,PHL,Monday,13:25,123,1
UA,432,ORD,CLT,Monday,13:25,113,0
US,1457,CLT,FLL,Monday,13:25,119,1
US,1468,TPA,DCA,Monday,13:25,124,0
US,221,PHX,BOS,Monday,13:25,287,0
WN,1228,BUF,BWI,Monday,13:25,70,1
WN,1356,JAX,TPA,Monday,13:25,55,1
WN,194,TPA,AUS,Monday,13:25,165,1
WN,23,HOU,HRL,Monday,13:25,60,1
WN,2462,MCO,LAS,Monday,13:25,325,1
WN,270,BDL,LAS,Monday,13:25,365,1
WN,2806,ISP,MCO,Monday,13:25,170,0
WN,2879,DAL,SAT,Monday,13:25,65,1
WN,2880,OAK,HOU,Monday,13:25,215,1
WN,302,MDW,PHX,Monday,13:25,240,1
WN,502,MCI,BNA,Monday,13:25,85,0
WN,729,LAS,BUR,Monday,13:25,65,1
WN,753,IAD,MDW,Monday,13:25,125,1
WN,791,OAK,LAS,Monday,13:25,85,1
WN,852,LAX,SMF,Monday,13:25,80,1
WN,925,ORF,MDW,Monday,13:25,135,1
XE,2225,OKC,IAH,Monday,13:25,84,0
XE,2518,EWR,OMA,Monday,13:25,199,0
XE,2812,AMA,IAH,Monday,13:25,97,0
YV,2980,PHX,OMA,Monday,13:25,159,1
9E,3978,OKC,ATL,Monday,13:26,129,1
EV,7133,ORD,SBN,Monday,13:26,39,1
HA,165,OGG,HNL,Monday,13:26,34,1
HA,302,HNL,ITO,Monday,13:26,52,1
DL,116,TPA,ATL,Monday,13:27,96,1
FL,446,ATL,MSY,Monday,13:27,89,1
OO,6675,DEN,FAT,Monday,13:27,145,0
OO,6682,DEN,ICT,Monday,13:27,77,0
OO,6982,DEN,PIT,Monday,13:27,175,0
UA,340,ONT,DEN,Monday,13:27,131,1
US,224,BOI,PHX,Monday,13:27,118,1
XE,5905,ORD,TVC,Monday,13:27,62,0
DL,2902,MIA,DTW,Monday,13:28,192,0
EV,5217,ATL,JAN,Monday,13:28,82,0
OH,6567,CLE,DTW,Monday,13:28,67,1
OO,6847,OTH,SFO,Monday,13:28,117,0
YV,7238,PIT,ORD,Monday,13:28,97,0
B6,347,JFK,SRQ,Monday,13:29,182,0
B6,377,LGA,FLL,Monday,13:29,182,0
CO,301,EWR,FLL,Monday,13:29,186,0
CO,37,EWR,MCO,Monday,13:29,171,0
FL,464,ATL,BWI,Monday,13:29,99,1
UA,554,SAN,IAD,Monday,13:29,286,0
US,1857,SEA,CLT,Monday,13:29,281,1
9E,3876,MLI,DTW,Monday,13:30,99,1
9E,4190,MBS,DTW,Monday,13:30,58,0
AA,1351,ORD,LAX,Monday,13:30,270,0
AA,1538,BUR,DFW,Monday,13:30,180,1
AA,1613,ORD,SFO,Monday,13:30,280,0
AA,162,HNL,LAX,Monday,13:30,330,0
AA,470,FAT,DFW,Monday,13:30,195,0
AA,476,MIA,MCO,Monday,13:30,60,0
AA,795,LGA,MIA,Monday,13:30,195,0
AA,804,DFW,IND,Monday,13:30,125,0
AA,902,MIA,DFW,Monday,13:30,195,1
AS,466,SEA,LAX,Monday,13:30,155,0
AS,467,LAX,SEA,Monday,13:30,155,1
AS,622,PDX,LAS,Monday,13:30,130,0
B6,506,FLL,EWR,Monday,13:30,183,0
CO,366,SEA,IAH,Monday,13:30,247,0
CO,476,SJU,EWR,Monday,13:30,256,0
CO,549,SFO,EWR,Monday,13:30,328,0
DL,1132,LGA,RSW,Monday,13:30,197,0
DL,1226,MSP,DTW,Monday,13:30,103,0
DL,1384,LGA,BOS,Monday,13:30,66,0
DL,1387,BOS,LGA,Monday,13:30,72,0
DL,1409,MSP,DEN,Monday,13:30,128,0
DL,1456,ATL,BUF,Monday,13:30,121,1
DL,1590,ATL,JAX,Monday,13:30,69,1
DL,1806,LAX,DTW,Monday,13:30,268,0
DL,1855,ATL,LAX,Monday,13:30,304,1
DL,1903,ATL,LAS,Monday,13:30,270,1
DL,1916,DEN,ATL,Monday,13:30,165,1
DL,1951,ATL,MIA,Monday,13:30,110,0
DL,1998,ATL,MSP,Monday,13:30,166,0
DL,2001,BOS,ATL,Monday,13:30,178,0
DL,2318,MCO,ATL,Monday,13:30,96,1
DL,2462,LAX,JFK,Monday,13:30,320,0
DL,2479,CVG,MIA,Monday,13:30,154,0
DL,24,RDU,ATL,Monday,13:30,93,1
DL,2646,ATL,RSW,Monday,13:30,99,1
EV,4990,ATL,BHM,Monday,13:30,51,1
EV,5058,ATL,BTR,Monday,13:30,99,1
EV,5209,CAE,ATL,Monday,13:30,73,1
EV,5330,ATL,HSV,Monday,13:30,56,1
EV,5464,OMA,DTW,Monday,13:30,125,0
EV,5516,ATL,TUL,Monday,13:30,133,1
FL,778,LAS,ATL,Monday,13:30,230,0
FL,99,ATL,RDU,Monday,13:30,73,1
HA,257,KOA,HNL,Monday,13:30,42,1
MQ,2728,ABI,DFW,Monday,13:30,50,1
MQ,2822,DFW,TLH,Monday,13:30,120,1
MQ,2913,DFW,VPS,Monday,13:30,110,0
MQ,3080,LAX,SBA,Monday,13:30,40,0
MQ,3326,TYS,DFW,Monday,13:30,155,1
MQ,3644,MEM,MIA,Monday,13:30,145,0
MQ,4262,RDU,ORD,Monday,13:30,140,0
MQ,4284,EVV,ORD,Monday,13:30,85,0
MQ,4309,SYR,ORD,Monday,13:30,130,0
MQ,4387,DCA,RDU,Monday,13:30,65,0
MQ,4592,MSP,LGA,Monday,13:30,165,0
OH,6313,CVG,HTS,Monday,13:30,52,0
OH,6377,CVG,SDF,Monday,13:30,52,0
OH,6380,CVG,EWR,Monday,13:30,124,0
OO,4509,LAX,SAN,Monday,13:30,47,0
OO,4845,OMA,SLC,Monday,13:30,155,1
OO,6333,LAX,SAN,Monday,13:30,46,0
UA,200,SEA,ORD,Monday,13:30,233,0
UA,406,BIL,DEN,Monday,13:30,95,0
US,1538,SFO,CLT,Monday,13:30,287,1
US,1880,MCO,DCA,Monday,13:30,123,1
US,273,PHX,IAH,Monday,13:30,154,1
US,544,PHX,DFW,Monday,13:30,135,0
WN,1016,DEN,LAX,Monday,13:30,155,1
WN,1094,MCI,SEA,Monday,13:30,255,1
WN,1171,IND,DEN,Monday,13:30,180,1
WN,2092,LAS,RNO,Monday,13:30,80,1
WN,215,MDW,CMH,Monday,13:30,65,1
WN,2198,HOU,BNA,Monday,13:30,105,1
WN,243,AUS,DAL,Monday,13:30,55,1
WN,286,MCO,BNA,Monday,13:30,120,1
WN,29,DAL,HOU,Monday,13:30,60,1
WN,30,HOU,DAL,Monday,13:30,55,0
WN,310,PIT,MDW,Monday,13:30,95,1
WN,329,RSW,MCO,Monday,13:30,50,0
WN,3319,BWI,PVD,Monday,13:30,70,1
WN,337,TPA,MHT,Monday,13:30,175,1
WN,3494,OAK,LAX,Monday,13:30,70,1
WN,3668,PHX,ONT,Monday,13:30,70,1
WN,36,HRL,HOU,Monday,13:30,60,0
WN,41,ELP,DAL,Monday,13:30,95,1
WN,767,DAL,MAF,Monday,13:30,70,1
XE,2042,ORF,EWR,Monday,13:30,87,0
XE,2841,IAH,DAY,Monday,13:30,140,0
XE,2870,ORD,CLE,Monday,13:30,74,1
XE,2980,IAH,TYS,Monday,13:30,118,1
UA,228,DEN,TUL,Monday,13:31,96,0
UA,806,LAX,SFO,Monday,13:31,89,1
OO,6616,DEN,ASE,Monday,13:32,44,1
UA,735,OKC,DEN,Monday,13:32,106,0
9E,3693,CAK,DTW,Monday,13:33,70,0
9E,3744,TVC,DTW,Monday,13:33,76,1
9E,4145,FWA,DTW,Monday,13:33,62,0
AS,61,CDV,ANC,Monday,13:33,46,0
OO,6630,DEN,CLE,Monday,13:33,172,0
9E,3922,SBN,DTW,Monday,13:34,66,1
DL,2211,ATL,DFW,Monday,13:34,151,1
DL,379,BUF,ATL,Monday,13:34,141,1
OO,6649,DEN,RKS,Monday,13:34,77,0
OO,7034,GJT,DEN,Monday,13:34,60,0
UA,252,SLC,DEN,Monday,13:34,86,0
UA,733,DEN,SFO,Monday,13:34,164,1
UA,74,HNL,SFO,Monday,13:34,311,0
9E,3873,FNT,DTW,Monday,13:35,48,0
9E,4041,MEM,TUL,Monday,13:35,86,0
9E,4270,CVG,FWA,Monday,13:35,56,1
AA,1004,MIA,DCA,Monday,13:35,145,0
AA,1192,DFW,ORF,Monday,13:35,160,0
AA,1587,DFW,AUS,Monday,13:35,55,1
AA,2435,ORD,PHX,Monday,13:35,235,1
AA,411,DFW,SNA,Monday,13:35,200,0
AA,439,RSW,DFW,Monday,13:35,175,0
AA,721,DFW,ELP,Monday,13:35,105,1
AA,810,ORD,DCA,Monday,13:35,105,0
AS,575,SAN,PDX,Monday,13:35,154,0
CO,15,EWR,HNL,Monday,13:35,655,0
CO,1615,MFE,IAH,Monday,13:35,72,1
CO,1883,STT,EWR,Monday,13:35,264,0
DL,1424,ATL,BWI,Monday,13:35,107,1
DL,1458,RSW,ATL,Monday,13:35,110,0
DL,1612,ATL,ORD,Monday,13:35,122,1
DL,1745,DTW,MSP,Monday,13:35,118,1
DL,1817,ATL,DEN,Monday,13:35,203,1
DL,2715,ATL,PHX,Monday,13:35,255,0
EV,4974,ATL,CHS,Monday,13:35,68,0
EV,5139,ATL,CAE,Monday,13:35,58,1
EV,5204,ATL,TLH,Monday,13:35,62,1
EV,5337,ATL,DHN,Monday,13:35,57,1
EV,5405,ATL,DSM,Monday,13:35,135,1
EV,5519,ATL,SAV,Monday,13:35,59,1
EV,5550,ATL,AGS,Monday,13:35,50,0
MQ,2811,DFW,AMA,Monday,13:35,70,1
MQ,3963,ORD,BNA,Monday,13:35,90,0
MQ,4064,ORD,CLE,Monday,13:35,80,1
MQ,4430,RDU,DCA,Monday,13:35,55,0
OH,6371,ATL,LEX,Monday,13:35,76,0
OO,4450,IDA,SLC,Monday,13:35,60,0
OO,4660,OKC,SLC,Monday,13:35,144,1
OO,7809,SLC,SUN,Monday,13:35,71,0
US,1580,LAX,CLT,Monday,13:35,268,1
US,1702,TPA,CLT,Monday,13:35,97,1
US,594,SLC,PHX,Monday,13:35,95,0
US,630,PHX,PIT,Monday,13:35,229,0
WN,1105,ALB,LAS,Monday,13:35,355,1
WN,1751,HOU,OKC,Monday,13:35,80,1
WN,20,ABQ,PHX,Monday,13:35,75,1
WN,3240,LAS,DEN,Monday,13:35,110,1
WN,3424,BOI,GEG,Monday,13:35,65,1
WN,40,ECP,HOU,Monday,13:35,115,0
WN,495,DAL,AUS,Monday,13:35,50,1
WN,497,BWI,LAS,Monday,13:35,340,1
WN,514,BDL,BWI,Monday,13:35,70,1
WN,630,LAS,LAX,Monday,13:35,65,1
WN,673,DAL,BHM,Monday,13:35,90,1
WN,720,MDW,BDL,Monday,13:35,125,1
XE,2791,IAH,CVG,Monday,13:35,133,0
XE,2866,MKE,IAH,Monday,13:35,172,1
XE,3109,BTR,IAH,Monday,13:35,72,1
XE,3144,ATL,IAH,Monday,13:35,137,1
CO,1770,MCO,CLE,Monday,13:36,144,1
DL,2348,PBI,ATL,Monday,13:36,114,0
DL,537,ORD,ATL,Monday,13:36,124,1
OH,6345,MEM,DFW,Monday,13:36,102,0
OO,6260,BZN,DEN,Monday,13:36,104,0
UA,446,MCI,ORD,Monday,13:36,89,0
XE,2476,EWR,CVG,Monday,13:36,129,0
OO,6534,IDA,DEN,Monday,13:37,89,1
UA,700,SJU,IAD,Monday,13:37,240,1
UA,704,OMA,ORD,Monday,13:37,94,0
9E,4203,DSM,DTW,Monday,13:38,116,0
AS,62,KTN,SEA,Monday,13:38,112,0
OO,6941,MAF,DEN,Monday,13:38,118,1
UA,212,GEG,DEN,Monday,13:38,130,0
UA,44,OGG,LAX,Monday,13:38,329,0
EV,4952,ELP,ATL,Monday,13:39,176,1
EV,5071,MEM,MFE,Monday,13:39,136,1
EV,5454,ECP,ATL,Monday,13:39,71,0
FL,618,MKE,MSY,Monday,13:39,131,0
HA,370,OGG,KOA,Monday,13:39,32,1
OO,6654,SBP,SFO,Monday,13:39,61,1
UA,193,LAS,SFO,Monday,13:39,106,1
UA,523,FSD,DEN,Monday,13:39,107,0
XE,2499,IAH,ABQ,Monday,13:39,133,1
9E,3747,MEM,AUS,Monday,13:40,113,1
9E,3933,MEM,OKC,Monday,13:40,106,1
9E,4277,MEM,AMA,Monday,13:40,120,1
9E,4317,MEM,LBB,Monday,13:40,125,1
AA,1180,DFW,RIC,Monday,13:40,155,1
AA,1371,DFW,XNA,Monday,13:40,65,1
AA,1506,MIA,BOS,Monday,13:40,185,1
AA,1517,SAT,DFW,Monday,13:40,70,1
AA,2331,ORD,DFW,Monday,13:40,150,1
AA,5,DFW,HNL,Monday,13:40,520,1
AA,732,DFW,LGA,Monday,13:40,200,0
AA,855,FLL,DFW,Monday,13:40,195,1
AS,858,OGG,SEA,Monday,13:40,333,0
B6,435,BOS,MCO,Monday,13:40,193,0
B6,71,JFK,TPA,Monday,13:40,180,0
DL,1147,ATL,PBI,Monday,13:40,104,1
DL,1584,SNA,JFK,Monday,13:40,315,0
DL,2186,ATL,LGA,Monday,13:40,140,0
DL,2294,ATL,PHL,Monday,13:40,125,0
DL,2297,ATL,MSY,Monday,13:40,98,1
DL,264,PHX,MSP,Monday,13:40,186,0
DL,673,EWR,ATL,Monday,13:40,149,0
EV,5220,ATL,AEX,Monday,13:40,108,1
EV,5294,ATL,BNA,Monday,13:40,66,1
EV,5344,ATL,VPS,Monday,13:40,73,1
EV,5558,ATL,MLI,Monday,13:40,117,1
MQ,4081,ORD,IND,Monday,13:40,60,0
MQ,4540,CMH,LGA,Monday,13:40,105,0
MQ,4585,LGA,CLT,Monday,13:40,125,0
OH,6285,BUF,JFK,Monday,13:40,100,0
OH,6321,JFK,DCA,Monday,13:40,102,0
OH,6363,CVG,MCI,Monday,13:40,128,0
OH,6682,CVG,OMA,Monday,13:40,130,0
OH,6759,CVG,ORD,Monday,13:40,85,0
OO,4557,SLC,GJT,Monday,13:40,59,0
OO,4606,SLC,JAC,Monday,13:40,64,0
OO,4685,MSP,FAR,Monday,13:40,65,1
OO,4803,MEM,SLC,Monday,13:40,195,1
OO,4805,SLC,BOI,Monday,13:40,70,0
OO,4884,SLC,IDA,Monday,13:40,67,0
OO,7760,SLC,EKO,Monday,13:40,69,0
UA,188,ORD,TPA,Monday,13:40,165,0
UA,242,ORD,PVD,Monday,13:40,133,1
US,1028,PHL,MCO,Monday,13:40,152,0
US,1094,PHL,RDU,Monday,13:40,79,0
US,740,SJU,PHL,Monday,13:40,244,0
US,827,PHL,CLT,Monday,13:40,110,1
WN,1288,SLC,SEA,Monday,13:40,130,1
WN,149,PHX,SMF,Monday,13:40,125,1
WN,1653,MSY,HOU,Monday,13:40,70,1
WN,1678,RNO,SJC,Monday,13:40,60,1
WN,1773,PVD,FLL,Monday,13:40,205,1
WN,1854,DEN,SLC,Monday,13:40,90,1
WN,3134,LAS,SMF,Monday,13:40,90,1
WN,3654,SAT,HOU,Monday,13:40,50,1
WN,3692,SDF,BWI,Monday,13:40,85,1
WN,513,MSP,DEN,Monday,13:40,135,1
WN,777,STL,ABQ,Monday,13:40,165,1
XE,2447,STL,EWR,Monday,13:40,149,0
XE,2736,TYS,EWR,Monday,13:40,117,0
YV,2621,IAD,CLT,Monday,13:40,91,1
B6,915,JFK,ORD,Monday,13:41,159,0
DL,1783,SLC,LAS,Monday,13:41,82,1
DL,1911,PBI,DTW,Monday,13:41,174,1
DL,2439,ATL,SRQ,Monday,13:41,90,0
DL,2519,MDW,ATL,Monday,13:41,116,1
EV,5061,ATL,SGF,Monday,13:41,119,1
EV,5120,ATL,LIT,Monday,13:41,102,1
EV,5514,ATL,MEI,Monday,13:41,72,0
OO,6329,LAX,FAT,Monday,13:41,72,1
OO,6428,LAX,SBA,Monday,13:41,42,0
OO,6457,SFO,SBA,Monday,13:41,77,1
OO,6572,BOI,DEN,Monday,13:41,108,1
OO,6872,GRR,ORD,Monday,13:41,59,0
XE,2472,IAH,JAX,Monday,13:41,118,1
9E,3742,ORF,JFK,Monday,13:42,103,0
DL,2234,ATL,IAD,Monday,13:42,107,1
F9,328,MKE,BOS,Monday,13:42,133,1
FL,127,ATL,TPA,Monday,13:42,84,0
FL,201,ATL,CAK,Monday,13:42,93,0
XE,2401,MHT,CLE,Monday,13:42,112,0
EV,5102,GPT,ATL,Monday,13:43,80,0
FL,217,MKE,RSW,Monday,13:43,174,1
OO,4530,SLC,OKC,Monday,13:43,141,0
OO,7009,MLI,ORD,Monday,13:43,55,1
UA,160,DEN,OMA,Monday,13:43,88,0
9E,4361,MEM,SAT,Monday,13:44,121,0
B6,454,FLL,BOS,Monday,13:44,184,0
CO,722,MSY,IAH,Monday,13:44,76,0
DL,26,DTW,ATL,Monday,13:44,130,1
EV,4950,LEX,ATL,Monday,13:44,92,1
FL,25,MDW,ATL,Monday,13:44,117,0
OH,6671,DTW,CVG,Monday,13:44,81,0
OO,6481,SAN,LAX,Monday,13:44,44,1
OO,6863,DEN,GJT,Monday,13:44,53,0
XE,3086,JAX,EWR,Monday,13:44,135,0
9E,3682,DLH,DTW,Monday,13:45,114,0
9E,3703,MEM,ICT,Monday,13:45,100,0
9E,3860,DTW,SAV,Monday,13:45,130,1
9E,3884,DTW,CLE,Monday,13:45,64,1
9E,3986,MSP,IND,Monday,13:45,106,1
9E,4037,BDL,JFK,Monday,13:45,74,0
9E,4079,MEM,IAH,Monday,13:45,110,0
9E,4107,CVG,MKE,Monday,13:45,90,1
9E,4180,DTW,CRW,Monday,13:45,80,1
9E,4368,MDW,DTW,Monday,13:45,85,0
AA,1073,DFW,DEN,Monday,13:45,120,0
AA,117,JFK,LAX,Monday,13:45,370,0
AA,1344,DFW,STL,Monday,13:45,95,0
AA,1663,TPA,MIA,Monday,13:45,65,1
AA,2272,DFW,DCA,Monday,13:45,160,1
AA,2448,LAX,DFW,Monday,13:45,180,0
AA,28,HNL,SFO,Monday,13:45,300,0
AA,32,LAX,JFK,Monday,13:45,320,0
AS,627,LAS,BLI,Monday,13:45,164,0
AS,691,GEG,SEA,Monday,13:45,65,1
B6,420,PBI,BOS,Monday,13:45,177,0
B6,734,SJU,BOS,Monday,13:45,249,0
DL,1051,ATL,DTW,Monday,13:45,122,1
DL,1433,DTW,JFK,Monday,13:45,115,0
DL,1593,DTW,IND,Monday,13:45,76,1
DL,1956,DEN,CVG,Monday,13:45,150,1
DL,2225,BWI,ATL,Monday,13:45,124,1
DL,2698,MSP,GRR,Monday,13:45,83,1
DL,2717,MEM,LAX,Monday,13:45,259,0
DL,2737,CVG,RSW,Monday,13:45,138,1
DL,2941,ATL,SAT,Monday,13:45,160,0
EV,5140,DTW,JAN,Monday,13:45,142,0
EV,5404,ATL,AVL,Monday,13:45,56,1
EV,5546,ATL,GSP,Monday,13:45,57,0
F9,727,DCA,DEN,Monday,13:45,237,1
FL,508,LGA,MKE,Monday,13:45,136,0
HA,295,OGG,HNL,Monday,13:45,34,1
MQ,2707,DFW,LRD,Monday,13:45,85,0
MQ,3287,BTR,DFW,Monday,13:45,90,0
MQ,3623,MIA,ORF,Monday,13:45,135,0
MQ,3681,GSO,MIA,Monday,13:45,130,1
MQ,4113,CMH,ORD,Monday,13:45,85,0
MQ,4524,BNA,DCA,Monday,13:45,95,0
OH,6265,DTW,ROC,Monday,13:45,80,0
OO,4536,SLC,ORD,Monday,13:45,195,0
